studyStatus,id,title,prefixedId,studyType,abstractText,recruitmentStatus,researchMgmtSet,studySiteSet,clinicalTrialSet,grantSet,fundingSource,keywordSet,labelSet,submissionType,goals,studyStartDate,studyEndDate,numberOfSubjects,doi,fundingAmount
Public,424,"Identifying the Cognitive, Psychological, and Neuroimaging Signatures of Head Trauma in Female Survivors of Intimate Partner Violence",FITBIR-STUDY0000424,Cross-Sectional,"Intimate partner violence (IPV), the physical violence, sexual violence, psychological aggression, or stalking by a current or former intimate partner, is a significant public health concern affecting approximately 10 million people in the United States annually. Approximately 33% of women exposed to IPV report physical trauma resulting in heighted risk of head injury in this population. Recent work suggests that anywhere from 40-90% of women experience head trauma due to IPV. IPV-related head trauma is caused by blunt force trauma, being pushed or violently shaken, and/or strangulation, which can result in focal trauma or contusions, acceleration and deceleration injuries, as well as hypoxia and anoxia due to strangulation, respectively. Limited research has shown that women exposed to IPV with head trauma report higher depression, anxiety, and post-traumatic stress disorder symptomatology, as well as impaired cognitive function relative to women with IPV and no exposure to head trauma. Although the clinical features of repeated exposure to head trauma identified in IPV are similar to the effects observed in military traumatic brain injury (TBI) and sports-related concussion, limited work has been done to understand IPV-related head trauma, in particular its chronic cognitive and psychological effects as well as associated brain changes. Through a multi-site research collaboration consisting of members of the Enhancing NeuroImaging and Genetics through Meta-Analysis (ENIGMA) IPV Working Group, the proposed study will characterize the cognitive, psychological, and neural profiles of IPV-related head trauma. Semi-structured interviews will be used to obtain IPV specific information such as abuse and head trauma history and frequency. A comprehensive neuropsychological battery will be used to determine cognitive and psychological status, while sophisticated neuroimaging techniques will be used to characterize neural structure, function, and brain metabolites in IPV with exposure to head trauma relative to IPV without exposure to head trauma. ",Recruiting,"[{'role': 'Data Manager', 'fullName': 'Carrie Esopenko', 'email': 'carrie.esopenko@mountsinai.org', 'orgName': 'Icahn School of Medicine at Mount Sinai ', 'orcId': ''}, {'role': 'Primary Principal Investigator', 'fullName': 'Carrie Esopenko', 'email': 'carrie.esopenko@mountsinai.org', 'orgName': 'Icahn School of Medicine at Mount Sinai ', 'orcId': '0000-0001-8607-5633'}]","[{'siteName': 'The Pennsylvania State University', 'address': '110 Technology Center Building', 'city': 'University Park', 'state': 'PA', 'country': 'United States of America', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'University of Utah ', 'address': '201 S President Circle', 'city': 'Salt Lake City', 'state': 'UT', 'country': 'United States of America', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'Brigham & Women’s Medical Hospital', 'address': '221 Longwood Ave', 'city': 'Boston', 'state': 'MA', 'country': 'United States of America', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'Icahn School of Medicine at Mount Sinai ', 'address': '5 E 98th St', 'city': 'New York ', 'state': 'NY', 'country': 'United States of America', 'phoneNumber': '2122416547', 'isPrimary': True}]",[],['1R01NS115957-01A1'],NIH-NINDS,"['trauma', 'FunctionalImaging', 'TBI', 'neuropsychological', 'mildTBI', 'neurocognitive', 'Neuroimaging', 'mTBI']",[],"['Imaging', 'Clinical Assessment']",,2021-01-25,2025-10-31,200.0,10.23718/FITBIR/1527890,
Public,425,Multisite Randomized Controlled Trial of Pargeted Multidomain (T-MD) Interventions for Complex mTBI,FITBIR-STUDY0000425,Clinical Trial,"Background: Mild traumatic brain injury (mTBI) affects ~18,000 US military personnel each year (DVBIC, 2019). As many as 5,400 of these personnel experience complex mTBI involving vestibular, cognitive, somatosensory, and/or autonomic dysregulation. If untreated, complex mTBI can result in chronic symptoms/impairment, and limited operational capabilities and duty restrictions (Belanger et al., 2011; Kontos et al., 2013). Interventions that target the involved domains in complex mTBI can improve symptoms, reduce impairment, and accelerate return to activity or duty (RTA/D) (Kontos et al., 2018). Although symptom specific interventions are commonly used by military medical personnel for complex mTBI, there are no well-designed studies looking at the effectiveness of these targeted treatments. We propose a multisite randomized controlled trial (RCT) of a targeted multidomain intervention for complex mTBI in military-aged civilians from the University of Pittsburgh/UPMC Sports Concussion Program (UPitt) and Inova Concussion Clinic (Inova). In so doing, the current proposal will address the “optimization of treatment strategy based on patient classification to improve management of patients with mTBI” focus area of FY19/20 PH/TBIRP CTRR-CTA. The study will also “determine indicators of successful recovery” using comprehensive clinical outcomes and “correlate (these outcomes with) brain function” using a cost-effective, portable optical imaging tool- functional near infrared spectroscopy (fNIRS)- that has been shown to measure changes in brain activation during cognitive tasks and vestibular provocation (Hoppes et al., 2018; Kontos et al., 2014). ",Recruiting,"[{'role': 'Primary Principal Investigator', 'fullName': 'Anthony P Kontos', 'email': 'akontos@pitt.edu', 'orgName': 'University of Pittsburgh', 'orcId': ''}, {'role': 'Principal Investigator', 'fullName': 'Anthony P Kontos', 'email': 'akontos@pitt.edu', 'orgName': 'University of Pittsburgh', 'orcId': ''}, {'role': 'Data Manager', 'fullName': 'Hannah Bitzer', 'email': 'hbb11@pitt.edu', 'orgName': 'University of Pittsburgh'}]","[{'siteName': 'University of Pittsburgh', 'address': '3850 South Water Street', 'city': 'Pittsburgh', 'state': 'PA', 'country': 'United States of America', 'phoneNumber': '4129041298', 'isPrimary': True}, {'siteName': 'Warrior Recovery Center', 'address': '', 'city': 'Fort Carson', 'state': 'CO', 'country': 'United States of America', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'Intrepid Spirit Recovery Center, Camp Lejeune', 'address': '', 'city': '', 'state': 'NC', 'country': 'United States of America', 'phoneNumber': '', 'isPrimary': False}]",[],['PT170144'],DoD,"['Civilians', 'Concussion', 'RandomizedClinicalTrials', 'mTBI', 'mildTBI']",[],['Clinical Assessment'],"Objective: The objective of this 3-year multisite RCT is to determine the effectiveness of a targeted multidomain intervention (T-MD) (anxiety/mood, cognitive, migraine, ocular, vestibular; and sleep, autonomic) compared to usual care (behavioral management) in military-aged civilians with complex mTBI.
Hypotheses: We hypothesize that T-MD will be more effective than usual care for improving symptoms, impairment, and return to activity (RTA). We also hypothesize that the T-MD group will experience greater increases in oxygenated hemoglobin (i.e., brain activation) and decreases in deoxygenated hemoglobin (i.e., brain deactivation) in the cerebral cortex as measured by fNIRS.
Specific Aim 1 - Improvements in Clinical Outcomes- Compare using an RCT the effectiveness of T-MD intervention to usual care on improving symptoms, impairment, and RTA in 200 military-aged civilian (UPitt/UPMC, Inova) patients with complex mTBI.
Specific Aim 2 – Comparison of Changes in Brain Activation between Treatment Groups
Compare changes in brain activation (i.e., cerebral blood flow [CBF]) as measured by fNIRS in the T-MD and usual care intervention groups.
Specific Aim 3- Correlation of Clinical Outcomes and Brain Activation- Correlate symptoms and impairment with brain activation in 200 military-aged civilian (UPitt/UPMC, Inova) patients with complex mTBI.",2021-06-15,2024-10-01,258.0,,3155620.0
Public,426,Efficacy of rTMS for Improvement of Memory in Older Adults with TBI,FITBIR-STUDY0000426,Clinical Trial,"Subjects with TBI who receive active rTMS treatment (rTMS_A) will: a) show significantly greater improvement from baseline in memory performance post rTMS intervention compared to subjects who received sham rTMS treatment (rTMS_S), and b) show stronger functional connectivity within and between DMN and CEN post rTMS intervention compared to patients who received sham (rTMS_S).
1. Quality of Life (QOL): scores on QOL scale will improve with rTMS treatment in patients who receive rTMS treatment.
2. Sustained Improvement: At 6-month follow-up, patients with TBI in rTMS_A group would be more likely to have sustained greater brain connectivity compared to patients in the rTMS_S group predicting better memory performance.
3. Moderators of Response: The following variables may moderate memory function improvement in patients with TBI post intervention and at 6-month follow-up: Age, health condition variables (severity
of symptoms at baseline, time to injury, baseline cognitive performance, TBI type,comorbidities (PTSD, sleep, depression), substance abuse, medication use, fatigue); physiological and biological variables (baseline hippocampal volume and/or microstructure, baseline connectivity in DMN & CEN, EEG resting and task-related cortical oscillations, and Brain Derived Neurotrophic Factor (BDNF) genotype.
4. Mediators of Response: To assess the mechanism of rTMS in synaptic repair/regeneration, pre and post changes will be assessed in depression and PTSD measures, Plasma BDNF, FDG PET hypometabolism in
precuneus/posterior cingulate area, EEG resting and task-related cortical oscillations, and connectivity of DLPFC (stimulation site & part of CEN) with other DMN.
",Recruiting,"[{'role': 'Primary Principal Investigator', 'fullName': 'Maheen  Adamson', 'email': '', 'orgName': 'VA Palo Alto ', 'orcId': ''}, {'role': 'Data Manager', 'fullName': 'Kaitlly Zhu', 'email': 'kaitlly.zhu@va.gov', 'orgName': 'PAVIR'}]","[{'siteName': 'VA Palo Alto Health Care System', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': True}]",[],[],DoD,[],[],[],,2018-09-01,2022-09-28,50.0,,665289.0
Public,427,Intracranial Pressure Assessment and Screening System (IPASS): A Portable Device for Non-Invasive Monitoring of Intracranial Pressure (ICP) in Traumatic Brain Injury (TBI),FITBIR-STUDY0000427,Prospective,"The military needed a way for medics to measure intracranial pressure (ICP) non-invasively in the field. Vivonics' portable, non-invasive ICP monitor enables medics to measure ICP instantly in any battlefield condition. The
IPASS is a noninvasive device for continuous assessment of intracranial pressure (ICP).  ICP increases after a traumatic brain injury (TBI) due to a blow to the head or as a result of other medical conditions that impact the brain.  In current practice, ICP is only continuously monitored by invasive devices requiring surgical installation. Vivonics is currently developing IPASS (Intracranial Pressure Assessment and Screening System) to provide a low-cost solution to quickly and easily assess ICP and continue to monitor for changes, allowing the physician to determine appropriate patient care.

ICP is a key parameter in the management of TBI because damage to the small structures within a brain causes local swelling, and even mild swelling in the fixed volume of the skull results in increased pressure.  According to the CDC, in 2014, there were approximately 2.53 million TBI-related emergency room visits, and 288,000 TBI-related hospitalizations.  In addition, there are many more injured, especially in an active population such as athletes or in the military, who often shrug off the seemingly mild symptoms of headache, dizziness, and the like, but experience clinically significant elevated intracranial pressure.

Elevated intracranial pressure, whether from TBI, stroke, hydrocephalus or other medical conditions, is itself a medical issue that must be promptly treated.  Such elevated pressure can cause brain cell damage, leading to a negative spiral that ends in permanent brain injury or death.

IPASS addresses the needs of the market by providing important ICP information in a completely noninvasive way, enabling testing in the emergency room and outside the hospital. The device consists of a handheld electronic readout unit and sets of disposable sensors, placed on a patient’s forehead, ear, and finger. The standard methods to record intracranial pressure require access through the skull, which requires highly trained personnel in a surgical facility, is costly, and has its own associated risks.  Imaging methods that can observe the structures of the brain for evidence of swelling are large and power hungry, and moreover cannot identify elevated pressure in cases where the brain structures have had time to accommodate for the increase.",Not Recruiting,"[{'role': 'Principal Investigator', 'fullName': 'Claudia Roberts', 'email': '', 'orgName': 'Baylor College of Medicine', 'orcId': ''}, {'role': 'Other', 'fullName': 'Abbie Ransdell', 'email': '', 'orgName': 'Vivonics', 'orcId': ''}, {'role': 'Data Manager', 'fullName': 'Rachel Peterson', 'email': 'rpeterson@vivonics.com', 'orgName': 'Vivonics'}, {'role': 'Primary Principal Investigator', 'fullName': 'Michele Pierro', 'email': '', 'orgName': 'Vivonics', 'orcId': ''}]","[{'siteName': 'University of Maryland', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'Vivonics', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': True}, {'siteName': 'Baylor College of Medicine', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': False}]",[],[],DoD,['TBI'],[],[],Collect Pilot human clinical data (including systemic parameters) from TBI patients with an External Ventricular Drain (EVD) for side by side assessment (N=30),2021-11-01,2023-01-01,30.0,,2705720.0
Public,428,A Pragmatic Rehabilitation Intervention to Supplement Progressive Return to Activity Following Mild Traumatic Brain Injury in Service Members (SMs): The Active Rehab Study,FITBIR-STUDY0000428,Clinical Trial,"There is a need for pragmatic trials to support accurate guidance for using early active rehabilitation therapies, relative to the Progressive Return to Activity (PRA), with the goal of addressing the cognitive and functional limitations of TBI and reducing time to return to duty. The specific aims of the current study are: 1a) Quantify outcomes of current mTBI management practices and current progressive return to activity (PRA) practices in military operational medicine for mTBIs and, 1b) adapt existing clinical resources and develop a plan for integrating the Active Rehab protocol into the current PRA guidelines; 2) evaluate the effects of a pragmatic Active Rehab protocol delivered acutely/sub-acutely in supplement to the PRA following mTBI on military performance, physiologic function, clinical recovery, and psychological health; and 3) develop an adaptive clinical algorithm for widespread post mTBI use of the Active Rehab protocol in military settings. ",Not Recruiting,"[{'role': 'Primary Principal Investigator', 'fullName': 'Johna Register-Mihalik', 'email': 'johnakay@email.unc.edu', 'orgName': 'University of North Carolina at Chapel Hill', 'orcId': ''}, {'role': 'Data Manager', 'fullName': 'Madison Chandler', 'email': 'chandlem@live.unc.edu', 'orgName': 'UNC-Chapel Hill', 'orcId': ''}, {'role': 'Data Manager', 'fullName': 'Paula Gildner', 'email': 'pgildner@unc.edu', 'orgName': 'UNC-Chapel Hill', 'orcId': ''}]","[{'siteName': 'University of North Carolina at Chapel Hill', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': True}]",[],[],DoD-MRDC,[],[],[],"1a) Quantify outcomes of current mTBI management practices and current progressive return to activity (PRA) practices in military operational medicine for mTBIs
1b) adapt existing clinical resources and develop a plan for integrating the Active Rehab protocol into the current PRA guidelines
2) evaluate the effects of a pragmatic Active Rehab protocol delivered acutely/sub-acutely in supplement to the PRA following mTBI on military performance, physiologic function, clinical recovery, and psychological health
3) develop an adaptive clinical algorithm for widespread post mTBI use of the Active Rehab protocol in military settings. ",2020-09-30,2023-09-29,130.0,,3127820.0
Public,429,Improving Neurotrauma by Depolarization Inhibition with Combination Therapy (INDICT):  a Phase 2 Randomized Trial,FITBIR-STUDY0000429,Clinical Trial,"Spreading depolarizations (SD) are a cytotoxic dysfunction of cerebral gray matter and a dominant pathophysiologic process in peri-lesion cortex of many severe TBI patients who undergo emergency surgery. We hypothesize that intensive care management of patients based on the occurrence of SDs, as measured by electrocorticography (ECoG), may reduce secondary injury and improve outcomes. We will conduct a randomized Phase 2 feasibility trial that uses real-time SD monitoring to guide implementation of a tier-based protocol of intensive care therapies aimed at SD suppression. The specific aims are to: (1) determine the feasibility of real-time SD monitoring to guide intensive care management of severe TBI, and (2) determine the effect of SD-guided vs. standard care management to reduce secondary brain insults in severe TBI. We aim to enroll approximately 72 patients who require neurological surgery for emergency treatment of TBI at 3 study sites. ECoG data will be monitored continuously in real-time for the occurrence of SDs during intensive care. When SDs are observed, these patients will be randomized 1:1 to either standard (control) or SD-guided care. In the standard care arm, treatment will follow local and national guidelines with blinding to further ECoG results. In the SD-guided arm, treatment will follow a tiered-based protocol with escalation and de-escalation based on efficacy to suppress further SD pathology. Treatments will include use of ketamine sedation and adjusted targets for plasma glucose, cerebral perfusion pressure, temperature, and PaCO2. For Aim 1, we will assess the accuracy of real-time SD scoring and compliance with protocol tier assignment and therapy implementation. For Aim 2, we will compare the burden of SD pathology, other measures of cerebral physiology (intracranial and cerebral perfusion pressures, and brain oxygenation), and medical complications between the two study arms. We expect to demonstrate the feasibility of targeted, personalized treatment of a neuronal mechanism of secondary injury based on real-time measurements. The efficacy of specific therapies to suppress SDs may inform neurocritical care guidelines and generalize to application in more widespread patient groups. Results could lead directly to larger-scale trials.",Not Recruiting,"[{'role': 'Primary Principal Investigator', 'fullName': 'Jed Hartings', 'email': 'jed.hartings@uc.edu', 'orgName': 'University of Cincinnati', 'orcId': ''}]","[{'siteName': 'University of Pennsylvania', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'University of New Mexico', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'University of Cincinnati', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': True}]",[],['W81XWH21C0075'],DoD,"['ClinicalTrials', 'CraniocerebralTrauma', 'severeTBI', 'RandomizedClinicalTrials', 'prospective', 'EEG', 'TBI', 'brain']",[],[],"The specific aims are to: (1) determine the feasibility of real-time SD (spreading depolarization) monitoring to guide intensive care management of severe TBI, and (2) determine the effect of SD-guided vs. standard care management to reduce secondary brain insults in severe TBI. ",2021-09-21,2024-09-20,72.0,,4427500.0
Public,430,Teaching Self-Management Skills to Improve Self-Efficacy and Quality of Life for Caregiver Dyads in TBI and Dementia Populations,FITBIR-STUDY0000430,Clinical Trial,"Approximately 5.3 million people (2% of the U.S. population) live with a long-term disability as a result of Traumatic Brain Injury (TBI) and between 5-8% of those older than 60 suffer from Alzheimer’s disease or other forms of dementia. Further, a history of TBI has been reported to increase the incidence of Alzheimer’s disease and other dementias. Not only is there a suggested pathobiological linkage between TBI and dementia, but these populations endure many of the same cognitive, behavioral, and emotional symptoms. Without the proper skills to manage stress and to regulate emotion associated with these sequelae, overall quality of life (QOL) is negatively impacted for both patients and their caregivers. Standard, communitybased interventions primarily provide support and psychoeducation services. This approach may help people in the moment, but it does not provide lasting skills to manage stress beyond the treatment contact. It is thus imperative to teach patients and their caregivers to manage their physical and psychological health, foster self-efficacy, and improve overall QOL. This goal becomes even more critical when considering the growing evidence that exposure to even a mild TBI may increase risk for dementia, forcing individuals to potentially confront the cognitive, behavioral, and emotional challenges of post-injury again later in life.

The proposed randomized controlled trial will evaluate the efficacy of WeCAN (Wellness, Coping, and Adaptation for Neurologic Conditions), an innovative group treatment for caregiver dyads in neurologic populations. WeCAN is a twelve-session treatment that teaches self-management skills of coping, stress management and problem solving. WeCAN will be evaluated in three populations: chronic mild TBI, moderate to severe TBI, and in dementia. This approach will enable us to establish the treatment’s utility in all severities of TBI, and to substantiate that skills learned would equally benefit a dementia population. Kessler Foundation will serve as the Coordinating Center (PI, Denise Krch, PhD), and will enroll individuals with moderate to severe TBI. Franciscan Health (Site PI, Summer Ibarra, PhD) and University of Michigan (Site PI, Benjamin Hampstead, PhD) will serve as Partnering Sites, and will enroll individuals with chronic mild TBI and mixed dementia, respectively. Each Site serves as complementary partners, supported by respective expertise/ resources in their clinical populations, in a unified research initiative to improve QOL.

A total of 180 patient caregiver dyads (60 chronic mild TBI, 60 moderate to severe TBI, 60 mixed dementia) will be randomized to either the WeCAN treatment group or an Active Peer Support Control. Both groups will undergo one 2-hour session/week for 12 weeks. Participants will be evaluated on outcome measures at baseline, post-treatment and at 6-months post-treatment.


It is expected that the findings from this project will determine WeCAN’s efficacy in improving self-efficacy and QOL for individuals with chronic mild, moderate and severe TBI and dementia and their caregivers. The proposed randomized controlled trial takes an expanded approach and treats both the patient and the caregiver, differentiating itself from the vast majority of existing studies. Additionally, the establishment of biomarkers as they relate to the potential for a WeCAN treatment effect in these populations is paramount to the goal of delivering efficacious patient-centered care. Overall, these methodologic elements will allow us to go beyond determining the efficacy of the study; it will provide insight into moderating factors and other predictors of treatment efficacy for both patients and caregivers. Thus, our innovation in treatment design challenges current paradigms and has the potential to advance the field of rehabilitation in TBI and dementia.",Not Recruiting,"[{'role': 'Data Manager', 'fullName': 'Denise Krch', 'email': 'dkrch@kesslerfoundation.org', 'orgName': 'Kessler Foundation'}, {'role': 'Primary Principal Investigator', 'fullName': 'Denise Krch', 'email': '', 'orgName': 'Kessler Foundation', 'orcId': ''}]","[{'siteName': 'Franciscan Health', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'University of Michigan', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': False}, {'siteName': 'Kessler Foundation', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': True}]",[],[],DoD,"['mildTBI', 'Dementia', 'modTBI', ""Alzheimer's Disease"", 'severeTBI']",[],[],"We propose the following harmonized aims:
Aim 1. Evaluate the efficacy of WeCAN to improve self-efficacy and QOL relative to an Active Peer Support Control post-treatment (week 13) and 6-month follow-up in individuals with chronic mild TBI, moderate to severe TBI, and dementia, and their caregivers.
Aim 2. To determine whether patient neurobehavioral functioning moderates the relationship between treatment outcomes and burden in caregivers.
Aim 3. To determine the neural, behavioral and blood biomarkers which best predict improved self-efficacy and QOL for individuals with chronic mild TBI, moderate to severe TBI, and dementia.",2021-08-09,2025-08-08,360.0,,2799990.0
Public,431,Vestibular Intervention via Portable Electrical Stimulator (VIPES),FITBIR-STUDY0000431,Clinical Trial,"The efficacy of stochastic galvanic vestibular stimulation to improve balance and gait performance in individuals diagnosed with mild traumatic brain injury or experience vestibular disorders causing dizziness, impaired balance, and altered coordination.",Recruiting,"[{'role': 'Data Manager', 'fullName': 'Josh Colls', 'email': 'jcolls@vivonics.com', 'orgName': 'Vivonics', 'orcId': ''}, {'role': 'Other', 'fullName': 'Rachel Peterson', 'email': 'rpeterson@vivonics.com', 'orgName': 'Vivonics', 'orcId': ''}, {'role': 'Primary Principal Investigator', 'fullName': 'Gaurav Pradhan', 'email': '', 'orgName': 'Mayo Clinic College of Medicine', 'orcId': ''}]","[{'siteName': 'Mayo Clinic College of Medicine', 'address': '13400 East Shea Boulevard', 'city': 'Scottsdale', 'state': 'AZ', 'country': 'United States of America', 'phoneNumber': '4803016767', 'isPrimary': True}]",[],[],DoD,"['balance', 'portable', 'TBI', 'vestibular', 'stimulator', 'mildTBI']",[],[],"To develop a wearable portable stimulator to stimulate the vestibular system and produce immediate improvements in balance, gait, and overall vestibular function for patients will balance disorder.",2022-04-05,2024-04-05,30.0,,
Public,432,A Blood Test for Mild Traumatic Brain Injury and Concussion in Children and Youth - Changing the Management Paradigm,FITBIR-STUDY0000432,Prospective,The goal of this research is to improve the clinical care of children and youth with mild traumatic brain injury and concussion by recognizing how severe their head injury is through a blood test. The blood test would look for substances released from the brain into the blood that could be used at different times after injury to help decide whether more diagnostic testing (like CT or MRI) is needed or if the patient will need neurosurgery or specialized rehabilitation.,Recruiting,"[{'role': 'Primary Principal Investigator', 'fullName': 'Linda Papa', 'email': '', 'orgName': 'Orlando Regional Healthcare System', 'orcId': ''}, {'role': 'Data Manager', 'fullName': 'Linda Papa', 'email': 'lpstat@aol.com', 'orgName': 'NIH', 'orcId': ''}]","[{'siteName': 'Orlando Regional Healthcare System', 'address': '', 'city': '', 'phoneNumber': '', 'isPrimary': True}]",[],[],NIH-NINDS,"['biomarkers', 'children']",[],[],,2018-07-18,2023-05-31,,,
Public,433,Transforming Research And Clinical Knowledge in Geriatric Traumatic Brain Injury (TRACK-GERI),FITBIR-STUDY0000433,Epidemiology,"Some 2.8 million Americans seek medical attention for traumatic brain injury (TBI) annually, resulting in
estimated annual costs of over $75 billion. Older adults have the highest and fastest rising rate of TBI of any
other age-group, with 1 in 50 adults age ≥75y seeking medical attention for TBI in 2013. Older adults with TBI
experience higher mortality, slower recovery, worse outcomes, and may be at especially high risk for post-TBI
dementia. There are few evidence-based guidelines for management, no tools to provide patients and families
with reliable estimates of prognosis, and few proven treatments. Progress has been limited by: 1. systematic
exclusion of older disabled patients from most prior prospective TBI studies, and 2. lack of age-appropriate TBI
research tools. The overall objective is to launch a 2-site prospective geriatric TBI cohort study that will directly
address these barriers by applying state-of-the-art geriatric research methods to the field of TBI to improve
representation of older patients in TBI research, and to develop a novel approach to measuring age appropriate
TBI predictors, outcomes, blood-based biomarkers, and neuropathology. The approach rests on 2
foundational concepts: 1. Geriatric TBI is different from TBI in younger patients and will require a targeted age appropriate
approach. 2. Baseline health status – including comorbidities/polypharmacy, physical frailty,
functional status, and brain structure – is recognized as a key predictor of outcome in the field of geriatrics but
is not systematically measured in TBI research. The central hypothesis is that pre-injury health will be
extremely heterogeneous in geriatric TBI and will be a key predictor of outcome in this population. An
outstanding team of experts in TBI and aging research will achieve these Aims: Aim 1: Assemble a prospective
cohort of patients age ≥65y presenting to the Emergency Department ≤72h after TBI who underwent CT. Enroll
270 TBI patient/study-partner dyads and 90 controls; perform baseline assessments and blood draws, and
assess longitudinal outcomes at 2wk, 3mo, 6mo (primary endpoint) and 12mo; offer enrollment in a brain
donation program. Aim 2: Develop and validate optimized geriatric TBI predictor and outcome assessments:
2a: Systematically measure apolipoprotein E allele and pre-injury comorbidities/polypharmacy, physical frailty,
and multi-domain functional status via detailed patient and study partner interviews using validated geriatric
instruments and assess association of these predictors with outcome after TBI. 2b: Describe the natural history
of geriatric TBI using validated TBI and geriatric outcomes and then use data-driven analytics to identify the
most parsimonious set of measures for longitudinal outcome assessment in this population. 2c (exploratory):
Measure pre-injury brain structure (atrophy/white matter disease of uninjured brain visualized on baseline CT)
and explore association with outcome after TBI. Aim 3: Identify age-appropriate diagnostic and prognostic
blood-based biomarkers. This work will directly inform design of large-scale age-appropriate geriatric TBI
clinical trials that are urgently needed to improve care and outcomes in this vulnerable population.",Recruiting,"[{'role': 'Principal Investigator', 'fullName': 'Amber Nolan, MD', 'email': '', 'orgName': 'UCSF', 'orcId': ''}, {'role': 'Principal Investigator', 'fullName': 'Kristine Yaffe, MD', 'email': '', 'orgName': 'UCSF', 'orcId': ''}, {'role': 'Principal Investigator', 'fullName': 'Geoffrey Manley, MD, PhD', 'email': '', 'orgName': 'UCSF', 'orcId': ''}, {'role': 'Principal Investigator', 'fullName': 'Ava Puccio, PhD', 'email': '', 'orgName': 'University of Pittsburgh', 'orcId': ''}, {'role': 'Principal Investigator', 'fullName': 'David Okonkwo, MD, PhD', 'email': '', 'orgName': 'University of Pittsburgh', 'orcId': ''}, {'role': 'Data Manager', 'fullName': 'Chadwick Ho', 'email': 'chadwick.ho@ucsf.edu', 'orgName': 'UCSF'}, {'role': 'Primary Principal Investigator', 'fullName': 'Raquel C Gardner, MD', 'email': '', 'orgName': 'UCSF', 'orcId': ''}, {'role': 'Principal Investigator', 'fullName': 'Esther Yuh, MD, PhD', 'email': '', 'orgName': 'UCSF', 'orcId': ''}]","[{'siteName': 'UCSF', 'address': '1001 Potrero Ave, SFGH 1, Room 101', 'city': 'San Francisco', 'state': 'CA', 'country': 'United States of America', 'phoneNumber': '', 'isPrimary': True}, {'siteName': 'University of Pittsburgh', 'address': '200 Lothrop St, Suite B400', 'city': 'Pittsburgh', 'state': 'PA', 'country': 'United States of America', 'phoneNumber': '', 'isPrimary': False}]",[],['1R01NS110944-01A1'],NIH-NINDS,['TBI'],[],['Clinical Assessment'],"Aim 1: Assemble a prospective
cohort of patients age ≥65y presenting to the Emergency Department ≤72h after TBI who underwent CT. Enroll
270 TBI patient/study-partner dyads and 90 controls; perform baseline assessments and blood draws, and
assess longitudinal outcomes at 2wk, 3mo, 6mo (primary endpoint) and 12mo; offer enrollment in a brain
donation program. Aim 2: Develop and validate optimized geriatric TBI predictor and outcome assessments:
2a: Systematically measure apolipoprotein E allele and pre-injury comorbidities/polypharmacy, physical frailty,
and multi-domain functional status via detailed patient and study partner interviews using validated geriatric
instruments and assess association of these predictors with outcome after TBI. 2b: Describe the natural history
of geriatric TBI using validated TBI and geriatric outcomes and then use data-driven analytics to identify the
most parsimonious set of measures for longitudinal outcome assessment in this population. 2c (exploratory):
Measure pre-injury brain structure (atrophy/white matter disease of uninjured brain visualized on baseline CT)
and explore association with outcome after TBI. Aim 3: Identify age-appropriate diagnostic and prognostic
blood-based biomarkers. This work will directly inform design of large-scale age-appropriate geriatric TBI
clinical trials that are urgently needed to improve care and outcomes in this vulnerable population.",2019-09-01,2024-05-31,270.0,,
